Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Aydin,Kadin,Mide,30-49,1.9,1.0,30.9
Turkiye,Aydin,Kadin,Mide,50-69,11.3,9.2,24.6
Turkiye,Aydin,Kadin,Mide,70+,16.7,15.9,11.7
Turkiye,Aydin,Kadin,Mesane,30-49,1.3,0.3,75.9
Turkiye,Aydin,Kadin,Mesane,50-69,6.5,2.4,73.1
Turkiye,Aydin,Kadin,Mesane,70+,8.8,3.5,61.9
Turkiye,Aydin,Kadin,Diger,30-49,2.5,0.6,68.1
Turkiye,Aydin,Kadin,Diger,50-69,14.9,5.1,65.6
Turkiye,Aydin,Kadin,Diger,70+,21.7,9.9,53.8
Turkiye,Balikesir,Erkek,Akciger,30-49,10.9,6.7,21.6
Turkiye,Balikesir,Erkek,Akciger,50-69,55.9,54.5,16.3
Turkiye,Balikesir,Erkek,Akciger,70+,84.7,67.8,5.0
Turkiye,Balikesir,Erkek,Prostat,30-49,26.4,4.5,91.5
Turkiye,Balikesir,Erkek,Prostat,50-69,29.2,5.3,89.9
Turkiye,Balikesir,Erkek,Prostat,70+,189.2,61.2,71.1
Turkiye,Balikesir,Erkek,Kolorektal,30-49,11.6,3.4,66.5
Turkiye,Balikesir,Erkek,Kolorektal,50-69,28.1,10.4,63.1
Turkiye,Balikesir,Erkek,Kolorektal,70+,102.7,54.5,42.5
Turkiye,Balikesir,Erkek,Tiroid,30-49,10.6,0.5,95.2
Turkiye,Balikesir,Erkek,Tiroid,50-69,9.7,0.7,99.5
Turkiye,Balikesir,Erkek,Tiroid,70+,13.2,1.1,87.7
Turkiye,Balikesir,Erkek,Mide,30-49,3.6,1.8,27.7
Turkiye,Balikesir,Erkek,Mide,50-69,18.9,14.1,22.5
Turkiye,Balikesir,Erkek,Mide,70+,23.0,18.4,9.2
Turkiye,Balikesir,Erkek,Mesane,30-49,5.1,1.1,78.0
Turkiye,Balikesir,Erkek,Mesane,50-69,33.3,7.9,69.2
Turkiye,Balikesir,Erkek,Mesane,70+,46.7,14.5,58.6
Turkiye,Balikesir,Erkek,Diger,30-49,2.8,0.6,69.7
Turkiye,Balikesir,Erkek,Diger,50-69,13.4,4.8,65.6
Turkiye,Balikesir,Erkek,Diger,70+,18.3,9.1,53.0
Turkiye,Balikesir,Kadin,Akciger,30-49,2.6,1.3,22.0
Turkiye,Balikesir,Kadin,Akciger,50-69,14.1,10.1,15.2
Turkiye,Balikesir,Kadin,Akciger,70+,20.5,18.4,5.0
Turkiye,Balikesir,Kadin,Meme,30-49,45.3,7.1,83.5
Turkiye,Balikesir,Kadin,Meme,50-69,131.1,21.6,84.8
Turkiye,Balikesir,Kadin,Meme,70+,151.7,45.0,73.5
Turkiye,Balikesir,Kadin,Kolorektal,30-49,13.5,3.6,64.0
Turkiye,Balikesir,Kadin,Kolorektal,50-69,24.3,12.9,56.9
Turkiye,Balikesir,Kadin,Kolorektal,70+,97.6,58.8,47.7
Turkiye,Balikesir,Kadin,Tiroid,30-49,37.4,0.6,98.3
Turkiye,Balikesir,Kadin,Tiroid,50-69,37.6,0.6,99.5
Turkiye,Balikesir,Kadin,Tiroid,70+,50.8,0.9,86.0
Turkiye,Balikesir,Kadin,Mide,30-49,2.5,1.0,30.5
Turkiye,Balikesir,Kadin,Mide,50-69,13.0,8.6,24.0
Turkiye,Balikesir,Kadin,Mide,70+,18.2,15.3,10.6
Turkiye,Balikesir,Kadin,Mesane,30-49,1.0,0.2,74.3
Turkiye,Balikesir,Kadin,Mesane,50-69,5.4,2.2,69.6
Turkiye,Balikesir,Kadin,Mesane,70+,8.6,3.4,59.6
Turkiye,Balikesir,Kadin,Diger,30-49,2.9,0.5,70.2
Turkiye,Balikesir,Kadin,Diger,50-69,16.5,4.5,68.0
Turkiye,Balikesir,Kadin,Diger,70+,21.7,8.3,52.9
Turkiye,Bilecik,Erkek,Akciger,30-49,11.7,6.3,20.5
Turkiye,Bilecik,Erkek,Akciger,50-69,57.4,52.7,12.5
Turkiye,Bilecik,Erkek,Akciger,70+,86.0,84.4,5.0
Turkiye,Bilecik,Erkek,Prostat,30-49,28.7,5.0,92.6
Turkiye,Bilecik,Erkek,Prostat,50-69,29.2,5.8,89.2
Turkiye,Bilecik,Erkek,Prostat,70+,205.3,78.8,75.7
Turkiye,Bilecik,Erkek,Kolorektal,30-49,12.4,3.7,63.7
Turkiye,Bilecik,Erkek,Kolorektal,50-69,25.7,11.6,60.7
Turkiye,Bilecik,Erkek,Kolorektal,70+,89.2,50.0,43.7
Turkiye,Bilecik,Erkek,Tiroid,30-49,9.4,0.5,94.3
Turkiye,Bilecik,Erkek,Tiroid,50-69,9.3,0.7,98.2
Turkiye,Bilecik,Erkek,Tiroid,70+,13.4,1.1,86.0
Turkiye,Bilecik,Erkek,Mide,30-49,3.7,1.8,28.0
Turkiye,Bilecik,Erkek,Mide,50-69,19.5,14.2,24.8
Turkiye,Bilecik,Erkek,Mide,70+,26.2,24.7,12.0
Turkiye,Bilecik,Erkek,Mesane,30-49,5.2,1.1,75.5
Turkiye,Bilecik,Erkek,Mesane,50-69,33.7,9.3,71.0
Turkiye,Bilecik,Erkek,Mesane,70+,46.2,17.5,60.0
Turkiye,Bilecik,Erkek,Diger,30-49,2.7,0.5,67.6
Turkiye,Bilecik,Erkek,Diger,50-69,14.6,4.8,64.7
Turkiye,Bilecik,Erkek,Diger,70+,21.1,9.1,52.9
Turkiye,Bilecik,Kadin,Akciger,30-49,2.6,1.3,15.9
Turkiye,Bilecik,Kadin,Akciger,50-69,12.9,10.4,12.8
Turkiye,Bilecik,Kadin,Akciger,70+,20.5,16.4,5.2
Turkiye,Bilecik,Kadin,Meme,30-49,47.2,8.4,86.3
Turkiye,Bilecik,Kadin,Meme,50-69,111.9,22.8,85.5
Turkiye,Bilecik,Kadin,Meme,70+,156.0,42.6,74.3
Turkiye,Bilecik,Kadin,Kolorektal,30-49,12.2,4.0,65.6
Turkiye,Bilecik,Kadin,Kolorektal,50-69,28.0,9.7,54.4
Turkiye,Bilecik,Kadin,Kolorektal,70+,102.3,49.9,46.6
Turkiye,Bilecik,Kadin,Tiroid,30-49,34.4,0.5,99.2
Turkiye,Bilecik,Kadin,Tiroid,50-69,40.3,0.6,93.5
Turkiye,Bilecik,Kadin,Tiroid,70+,50.9,1.1,83.5
Turkiye,Bilecik,Kadin,Mide,30-49,2.1,1.1,28.5
Turkiye,Bilecik,Kadin,Mide,50-69,11.6,8.3,25.2
Turkiye,Bilecik,Kadin,Mide,70+,15.9,15.7,9.3
Turkiye,Bilecik,Kadin,Mesane,30-49,1.0,0.2,75.2
Turkiye,Bilecik,Kadin,Mesane,50-69,6.8,2.0,68.1
Turkiye,Bilecik,Kadin,Mesane,70+,9.4,3.8,57.8
Turkiye,Bilecik,Kadin,Diger,30-49,2.9,0.6,72.8
Turkiye,Bilecik,Kadin,Diger,50-69,15.8,4.8,68.9
Turkiye,Bilecik,Kadin,Diger,70+,20.0,9.3,53.5
Turkiye,Bingol,Erkek,Akciger,30-49,12.3,7.0,19.6
Turkiye,Bingol,Erkek,Akciger,50-69,58.3,53.9,13.8
Turkiye,Bingol,Erkek,Akciger,70+,100.8,92.0,5.0
Turkiye,Bingol,Erkek,Prostat,30-49,26.5,4.1,89.8
Turkiye,Bingol,Erkek,Prostat,50-69,35.1,5.7,85.1
Turkiye,Bingol,Erkek,Prostat,70+,211.7,72.8,76.3
Turkiye,Bingol,Erkek,Kolorektal,30-49,13.2,3.6,60.9
Turkiye,Bingol,Erkek,Kolorektal,50-69,29.1,10.7,58.5
Turkiye,Bingol,Erkek,Kolorektal,70+,105.3,58.5,47.8
Turkiye,Bingol,Erkek,Tiroid,30-49,10.6,0.6,99.5
Turkiye,Bingol,Erkek,Tiroid,50-69,9.0,0.6,99.5
Turkiye,Bingol,Erkek,Tiroid,70+,13.1,1.1,88.1
Turkiye,Bingol,Erkek,Mide,30-49,3.3,1.7,25.6
Turkiye,Bingol,Erkek,Mide,50-69,16.0,12.8,21.0
Turkiye,Bingol,Erkek,Mide,70+,26.1,25.7,11.6
Turkiye,Bingol,Erkek,Mesane,30-49,5.9,1.2,74.5
Turkiye,Bingol,Erkek,Mesane,50-69,30.6,9.2,70.6
Turkiye,Bingol,Erkek,Mesane,70+,49.0,16.4,60.3
Turkiye,Bingol,Erkek,Diger,30-49,2.8,0.7,69.8
Turkiye,Bingol,Erkek,Diger,50-69,13.4,5.2,63.8
Turkiye,Bingol,Erkek,Diger,70+,20.1,9.2,55.2
Turkiye,Bingol,Kadin,Akciger,30-49,2.5,1.3,22.6
Turkiye,Bingol,Kadin,Akciger,50-69,14.3,12.7,16.0
Turkiye,Bingol,Kadin,Akciger,70+,16.8,13.4,5.0
Turkiye,Bingol,Kadin,Meme,30-49,53.0,7.9,85.8
Turkiye,Bingol,Kadin,Meme,50-69,103.7,23.6,84.5
Turkiye,Bingol,Kadin,Meme,70+,153.5,44.0,77.0
Turkiye,Bingol,Kadin,Kolorektal,30-49,12.6,3.5,64.3
Turkiye,Bingol,Kadin,Kolorektal,50-69,28.5,10.5,58.8
Turkiye,Bingol,Kadin,Kolorektal,70+,95.3,52.5,48.2
Turkiye,Bingol,Kadin,Tiroid,30-49,37.6,0.6,96.6
Turkiye,Bingol,Kadin,Tiroid,50-69,36.7,0.6,97.5
Turkiye,Bingol,Kadin,Tiroid,70+,60.5,1.0,86.6
Turkiye,Bingol,Kadin,Mide,30-49,2.2,1.0,24.3
Turkiye,Bingol,Kadin,Mide,50-69,10.1,9.9,22.0
Turkiye,Bingol,Kadin,Mide,70+,19.4,15.0,11.3
Turkiye,Bingol,Kadin,Mesane,30-49,1.2,0.3,79.2
Turkiye,Bingol,Kadin,Mesane,50-69,6.6,2.4,72.1
Turkiye,Bingol,Kadin,Mesane,70+,8.9,3.7,57.5
Turkiye,Bingol,Kadin,Diger,30-49,2.7,0.6,68.7
Turkiye,Bingol,Kadin,Diger,50-69,15.8,5.4,65.2
Turkiye,Bingol,Kadin,Diger,70+,23.5,8.0,52.7
Turkiye,Bitlis,Erkek,Akciger,30-49,10.5,5.3,19.4
Turkiye,Bitlis,Erkek,Akciger,50-69,61.4,58.3,16.1
Turkiye,Bitlis,Erkek,Akciger,70+,79.7,63.8,5.2
Turkiye,Bitlis,Erkek,Prostat,30-49,27.3,4.5,89.8
Turkiye,Bitlis,Erkek,Prostat,50-69,31.0,6.5,90.4
Turkiye,Bitlis,Erkek,Prostat,70+,228.1,63.9,73.0
Turkiye,Bitlis,Erkek,Kolorektal,30-49,12.4,3.3,64.1
Turkiye,Bitlis,Erkek,Kolorektal,50-69,25.7,10.6,56.1
Turkiye,Bitlis,Erkek,Kolorektal,70+,99.1,53.6,44.9
Turkiye,Bitlis,Erkek,Tiroid,30-49,6.9,0.6,99.5
Turkiye,Bitlis,Erkek,Tiroid,50-69,10.2,0.6,97.1
Turkiye,Bitlis,Erkek,Tiroid,70+,13.1,1.0,86.7
Turkiye,Bitlis,Erkek,Mide,30-49,5.3,2.9,27.3
Turkiye,Bitlis,Erkek,Mide,50-69,27.1,20.2,21.5
Turkiye,Bitlis,Erkek,Mide,70+,37.9,30.3,12.6
Turkiye,Bitlis,Erkek,Mesane,30-49,5.2,1.2,75.0
Turkiye,Bitlis,Erkek,Mesane,50-69,30.9,8.5,66.6
Turkiye,Bitlis,Erkek,Mesane,70+,46.5,16.7,58.5
Turkiye,Bitlis,Erkek,Diger,30-49,2.7,0.6,66.7
Turkiye,Bitlis,Erkek,Diger,50-69,14.4,5.3,62.7
Turkiye,Bitlis,Erkek,Diger,70+,21.5,7.8,53.8
Turkiye,Bitlis,Kadin,Akciger,30-49,2.5,1.1,21.6
Turkiye,Bitlis,Kadin,Akciger,50-69,13.2,9.8,15.4
Turkiye,Bitlis,Kadin,Akciger,70+,21.4,16.9,5.0
Turkiye,Bitlis,Kadin,Meme,30-49,49.6,7.9,86.3
Turkiye,Bitlis,Kadin,Meme,50-69,111.6,22.4,86.2
Turkiye,Bitlis,Kadin,Meme,70+,147.2,32.2,74.8
Turkiye,Bitlis,Kadin,Kolorektal,30-49,13.1,3.1,61.7
Turkiye,Bitlis,Kadin,Kolorektal,50-69,27.3,12.8,59.0
Turkiye,Bitlis,Kadin,Kolorektal,70+,89.7,55.2,49.5
Turkiye,Bitlis,Kadin,Tiroid,30-49,36.0,0.6,97.3
Turkiye,Bitlis,Kadin,Tiroid,50-69,35.1,0.6,99.5
Turkiye,Bitlis,Kadin,Tiroid,70+,54.6,1.0,85.7
Turkiye,Bitlis,Kadin,Mide,30-49,2.6,1.7,27.4
Turkiye,Bitlis,Kadin,Mide,50-69,16.4,13.1,23.5
Turkiye,Bitlis,Kadin,Mide,70+,21.9,17.5,13.1
Turkiye,Bitlis,Kadin,Mesane,30-49,1.1,0.2,77.2
Turkiye,Bitlis,Kadin,Mesane,50-69,5.7,2.5,72.9
Turkiye,Bitlis,Kadin,Mesane,70+,8.1,4.2,59.1
Turkiye,Bitlis,Kadin,Diger,30-49,2.9,0.6,68.0
Turkiye,Bitlis,Kadin,Diger,50-69,14.2,5.4,64.4
Turkiye,Bitlis,Kadin,Diger,70+,20.3,8.1,53.8
Turkiye,Bolu,Erkek,Akciger,30-49,13.0,5.7,19.5
Turkiye,Bolu,Erkek,Akciger,50-69,69.0,51.7,15.8
Turkiye,Bolu,Erkek,Akciger,70+,79.4,63.5,5.0
Turkiye,Bolu,Erkek,Prostat,30-49,28.2,5.0,96.2
Turkiye,Bolu,Erkek,Prostat,50-69,33.5,6.2,87.3
Turkiye,Bolu,Erkek,Prostat,70+,197.3,68.3,74.5
Turkiye,Bolu,Erkek,Kolorektal,30-49,12.4,4.2,61.7
Turkiye,Bolu,Erkek,Kolorektal,50-69,28.4,12.2,58.8
Turkiye,Bolu,Erkek,Kolorektal,70+,79.0,53.3,49.3
Turkiye,Bolu,Erkek,Tiroid,30-49,9.0,0.6,97.3
Turkiye,Bolu,Erkek,Tiroid,50-69,9.6,0.6,97.8
Turkiye,Bolu,Erkek,Tiroid,70+,12.2,1.0,84.5
Turkiye,Bolu,Erkek,Mide,30-49,3.9,1.8,29.7
Turkiye,Bolu,Erkek,Mide,50-69,21.3,16.2,22.2
Turkiye,Bolu,Erkek,Mide,70+,27.5,26.2,9.4
Turkiye,Bolu,Erkek,Mesane,30-49,5.7,1.0,77.6
Turkiye,Bolu,Erkek,Mesane,50-69,29.8,9.1,71.5
Turkiye,Bolu,Erkek,Mesane,70+,42.5,16.5,58.1
Turkiye,Bolu,Erkek,Diger,30-49,2.9,0.5,69.7
Turkiye,Bolu,Erkek,Diger,50-69,17.3,4.6,63.8
Turkiye,Bolu,Erkek,Diger,70+,21.9,8.9,53.6
Turkiye,Bolu,Kadin,Akciger,30-49,2.6,1.3,21.5
Turkiye,Bolu,Kadin,Akciger,50-69,14.5,10.3,16.2
Turkiye,Bolu,Kadin,Akciger,70+,22.6,18.2,5.0
Turkiye,Bolu,Kadin,Meme,30-49,52.3,7.4,82.1
Turkiye,Bolu,Kadin,Meme,50-69,122.8,23.0,85.8
Turkiye,Bolu,Kadin,Meme,70+,165.3,42.6,75.3
Turkiye,Bolu,Kadin,Kolorektal,30-49,11.8,4.0,63.0
Turkiye,Bolu,Kadin,Kolorektal,50-69,27.5,11.5,57.3
Turkiye,Bolu,Kadin,Kolorektal,70+,103.5,53.6,48.5
Turkiye,Bolu,Kadin,Tiroid,30-49,39.1,0.7,97.8
Turkiye,Bolu,Kadin,Tiroid,50-69,36.9,0.6,97.7
Turkiye,Bolu,Kadin,Tiroid,70+,56.6,0.9,84.3
Turkiye,Bolu,Kadin,Mide,30-49,1.9,1.2,30.6
Turkiye,Bolu,Kadin,Mide,50-69,11.4,8.9,23.1
Turkiye,Bolu,Kadin,Mide,70+,17.6,14.6,11.4
Turkiye,Bolu,Kadin,Mesane,30-49,1.2,0.3,75.8
Turkiye,Bolu,Kadin,Mesane,50-69,6.5,1.7,72.2
Turkiye,Bolu,Kadin,Mesane,70+,8.0,3.3,59.9
Turkiye,Bolu,Kadin,Diger,30-49,3.0,0.6,71.2
Turkiye,Bolu,Kadin,Diger,50-69,16.9,5.5,68.0
Turkiye,Bolu,Kadin,Diger,70+,22.2,8.8,50.1
Turkiye,Burdur,Erkek,Akciger,30-49,10.9,5.8,23.4
Turkiye,Burdur,Erkek,Akciger,50-69,61.1,52.5,16.0
Turkiye,Burdur,Erkek,Akciger,70+,87.1,69.7,5.0
Turkiye,Burdur,Erkek,Prostat,30-49,26.5,4.3,89.1
Turkiye,Burdur,Erkek,Prostat,50-69,30.4,6.0,86.2
Turkiye,Burdur,Erkek,Prostat,70+,191.8,59.0,74.9
Turkiye,Burdur,Erkek,Kolorektal,30-49,10.8,4.1,63.6
Turkiye,Burdur,Erkek,Kolorektal,50-69,23.0,10.7,57.6
Turkiye,Burdur,Erkek,Kolorektal,70+,97.6,62.0,43.6
Turkiye,Burdur,Erkek,Tiroid,30-49,9.1,0.6,99.4
Turkiye,Burdur,Erkek,Tiroid,50-69,9.2,0.6,97.6
Turkiye,Burdur,Erkek,Tiroid,70+,11.8,1.1,86.2
Turkiye,Burdur,Erkek,Mide,30-49,3.9,1.8,26.2
Turkiye,Burdur,Erkek,Mide,50-69,16.7,12.8,20.1
Turkiye,Burdur,Erkek,Mide,70+,27.2,21.8,8.2
Turkiye,Burdur,Erkek,Mesane,30-49,6.0,1.0,75.8
Turkiye,Burdur,Erkek,Mesane,50-69,35.0,9.6,70.5
Turkiye,Burdur,Erkek,Mesane,70+,40.3,13.0,57.7
Turkiye,Burdur,Erkek,Diger,30-49,2.7,0.6,69.3
Turkiye,Burdur,Erkek,Diger,50-69,15.1,4.9,63.8
Turkiye,Burdur,Erkek,Diger,70+,21.3,9.1,51.0
Turkiye,Burdur,Kadin,Akciger,30-49,2.8,1.3,19.5
Turkiye,Burdur,Kadin,Akciger,50-69,14.8,10.7,16.7
Turkiye,Burdur,Kadin,Akciger,70+,20.1,17.5,5.0
Turkiye,Burdur,Kadin,Meme,30-49,43.6,7.6,85.9
Turkiye,Burdur,Kadin,Meme,50-69,113.1,23.8,82.6
Turkiye,Burdur,Kadin,Meme,70+,153.9,42.3,74.3
Turkiye,Burdur,Kadin,Kolorektal,30-49,11.2,4.2,61.9
Turkiye,Burdur,Kadin,Kolorektal,50-69,28.0,11.4,57.8
Turkiye,Burdur,Kadin,Kolorektal,70+,108.7,50.7,48.7
Turkiye,Burdur,Kadin,Tiroid,30-49,41.0,0.6,99.5
Turkiye,Burdur,Kadin,Tiroid,50-69,37.2,0.6,98.7
Turkiye,Burdur,Kadin,Tiroid,70+,52.6,1.1,87.6
Turkiye,Burdur,Kadin,Mide,30-49,1.8,1.2,24.5
Turkiye,Burdur,Kadin,Mide,50-69,12.4,9.8,21.0
Turkiye,Burdur,Kadin,Mide,70+,15.6,14.4,10.6
Turkiye,Burdur,Kadin,Mesane,30-49,1.1,0.3,77.9
Turkiye,Burdur,Kadin,Mesane,50-69,6.7,2.1,70.6
Turkiye,Burdur,Kadin,Mesane,70+,7.3,3.6,60.7
Turkiye,Burdur,Kadin,Diger,30-49,3.0,0.5,68.4
Turkiye,Burdur,Kadin,Diger,50-69,15.0,5.1,63.5
Turkiye,Burdur,Kadin,Diger,70+,21.7,8.4,53.0
Turkiye,Bursa,Erkek,Akciger,30-49,14.6,7.8,18.7
Turkiye,Bursa,Erkek,Akciger,50-69,76.8,64.5,14.3
Turkiye,Bursa,Erkek,Akciger,70+,106.3,85.0,5.0
Turkiye,Bursa,Erkek,Prostat,30-49,25.5,4.8,90.9
Turkiye,Bursa,Erkek,Prostat,50-69,35.0,6.2,86.8
Turkiye,Bursa,Erkek,Prostat,70+,210.3,58.1,73.0
Turkiye,Bursa,Erkek,Kolorektal,30-49,11.1,3.9,66.6
Turkiye,Bursa,Erkek,Kolorektal,50-69,30.6,11.6,59.9
Turkiye,Bursa,Erkek,Kolorektal,70+,81.5,53.6,45.6
Turkiye,Bursa,Erkek,Tiroid,30-49,8.6,0.6,97.4
Turkiye,Bursa,Erkek,Tiroid,50-69,7.6,0.6,96.3
Turkiye,Bursa,Erkek,Tiroid,70+,12.8,1.2,84.5
Turkiye,Bursa,Erkek,Mide,30-49,2.7,1.8,29.5
Turkiye,Bursa,Erkek,Mide,50-69,22.0,13.5,23.9
Turkiye,Bursa,Erkek,Mide,70+,25.6,20.5,15.8
Turkiye,Bursa,Erkek,Mesane,30-49,4.9,1.1,76.3
Turkiye,Bursa,Erkek,Mesane,50-69,33.7,9.1,71.6
Turkiye,Bursa,Erkek,Mesane,70+,42.0,16.1,58.4
Turkiye,Bursa,Erkek,Diger,30-49,2.8,0.6,70.2
Turkiye,Bursa,Erkek,Diger,50-69,15.0,5.5,64.9
Turkiye,Bursa,Erkek,Diger,70+,18.0,9.6,51.4
Turkiye,Bursa,Kadin,Akciger,30-49,3.0,1.5,22.0
Turkiye,Bursa,Kadin,Akciger,50-69,14.5,11.6,16.9
Turkiye,Bursa,Kadin,Akciger,70+,24.9,22.9,5.0
Turkiye,Bursa,Kadin,Meme,30-49,50.0,7.9,87.0
Turkiye,Bursa,Kadin,Meme,50-69,115.8,23.6,85.7
Turkiye,Bursa,Kadin,Meme,70+,158.5,45.8,75.1
Turkiye,Bursa,Kadin,Kolorektal,30-49,9.4,4.0,63.9
Turkiye,Bursa,Kadin,Kolorektal,50-69,26.0,10.7,61.0
Turkiye,Bursa,Kadin,Kolorektal,70+,102.4,52.5,47.7
Turkiye,Bursa,Kadin,Tiroid,30-49,35.0,0.5,97.1
Turkiye,Bursa,Kadin,Tiroid,50-69,40.6,0.6,99.1
Turkiye,Bursa,Kadin,Tiroid,70+,56.3,1.1,85.0
Turkiye,Bursa,Kadin,Mide,30-49,2.1,1.1,28.9
Turkiye,Bursa,Kadin,Mide,50-69,12.6,9.5,23.6
Turkiye,Bursa,Kadin,Mide,70+,17.5,15.7,9.4
Turkiye,Bursa,Kadin,Mesane,30-49,1.1,0.2,74.3
Turkiye,Bursa,Kadin,Mesane,50-69,5.9,2.1,70.4
Turkiye,Bursa,Kadin,Mesane,70+,7.1,3.9,59.0
Turkiye,Bursa,Kadin,Diger,30-49,2.5,0.6,71.2
Turkiye,Bursa,Kadin,Diger,50-69,13.1,4.7,63.6
Turkiye,Bursa,Kadin,Diger,70+,19.4,9.3,52.7
Turkiye,Canakkale,Erkek,Akciger,30-49,10.9,5.2,20.6
Turkiye,Canakkale,Erkek,Akciger,50-69,55.9,52.2,15.5
Turkiye,Canakkale,Erkek,Akciger,70+,96.2,81.5,5.0
Turkiye,Canakkale,Erkek,Prostat,30-49,26.5,5.2,93.7
Turkiye,Canakkale,Erkek,Prostat,50-69,32.5,5.8,88.5
Turkiye,Canakkale,Erkek,Prostat,70+,187.2,69.0,75.9
Turkiye,Canakkale,Erkek,Kolorektal,30-49,13.3,4.7,64.2
Turkiye,Canakkale,Erkek,Kolorektal,50-69,24.9,11.0,55.8
Turkiye,Canakkale,Erkek,Kolorektal,70+,89.9,54.2,46.1
Turkiye,Canakkale,Erkek,Tiroid,30-49,9.1,0.6,99.5
Turkiye,Canakkale,Erkek,Tiroid,50-69,9.0,0.6,97.6
Turkiye,Canakkale,Erkek,Tiroid,70+,12.8,1.1,84.6
Turkiye,Canakkale,Erkek,Mide,30-49,3.2,1.8,25.1
Turkiye,Canakkale,Erkek,Mide,50-69,17.8,14.4,24.6
Turkiye,Canakkale,Erkek,Mide,70+,27.2,26.7,12.5
Turkiye,Canakkale,Erkek,Mesane,30-49,5.5,1.1,75.3
Turkiye,Canakkale,Erkek,Mesane,50-69,31.7,8.6,66.6
Turkiye,Canakkale,Erkek,Mesane,70+,42.9,17.5,60.7
Turkiye,Canakkale,Erkek,Diger,30-49,2.9,0.7,69.7
Turkiye,Canakkale,Erkek,Diger,50-69,15.2,4.8,64.4
Turkiye,Canakkale,Erkek,Diger,70+,22.0,9.6,52.7
Turkiye,Canakkale,Kadin,Akciger,30-49,2.4,1.3,20.6
Turkiye,Canakkale,Kadin,Akciger,50-69,12.4,8.6,14.0
Turkiye,Canakkale,Kadin,Akciger,70+,17.7,17.6,5.0
Turkiye,Canakkale,Kadin,Meme,30-49,46.3,8.4,86.6
Turkiye,Canakkale,Kadin,Meme,50-69,117.8,25.2,84.0
Turkiye,Canakkale,Kadin,Meme,70+,174.4,41.7,75.2
Turkiye,Canakkale,Kadin,Kolorektal,30-49,11.2,3.4,65.0
Turkiye,Canakkale,Kadin,Kolorektal,50-69,26.8,10.2,57.4
Turkiye,Canakkale,Kadin,Kolorektal,70+,103.8,50.7,50.0
Turkiye,Canakkale,Kadin,Tiroid,30-49,35.3,0.6,97.6
Turkiye,Canakkale,Kadin,Tiroid,50-69,39.8,0.6,97.9
Turkiye,Canakkale,Kadin,Tiroid,70+,53.4,1.0,87.5
Turkiye,Canakkale,Kadin,Mide,30-49,2.0,1.1,25.7
Turkiye,Canakkale,Kadin,Mide,50-69,9.1,8.9,27.3
Turkiye,Canakkale,Kadin,Mide,70+,17.1,15.7,10.5
Turkiye,Canakkale,Kadin,Mesane,30-49,1.1,0.3,73.4
Turkiye,Canakkale,Kadin,Mesane,50-69,6.5,2.3,72.3
Turkiye,Canakkale,Kadin,Mesane,70+,8.7,3.9,60.2
Turkiye,Canakkale,Kadin,Diger,30-49,2.8,0.6,68.5
Turkiye,Canakkale,Kadin,Diger,50-69,15.1,5.6,62.8
Turkiye,Canakkale,Kadin,Diger,70+,18.5,8.9,53.1
Turkiye,Cankiri,Erkek,Akciger,30-49,11.3,6.4,19.1
Turkiye,Cankiri,Erkek,Akciger,50-69,69.4,45.3,13.5
Turkiye,Cankiri,Erkek,Akciger,70+,86.1,79.0,5.0
Turkiye,Cankiri,Erkek,Prostat,30-49,29.6,4.6,91.9
Turkiye,Cankiri,Erkek,Prostat,50-69,28.8,5.7,86.3
Turkiye,Cankiri,Erkek,Prostat,70+,197.8,73.3,76.0
Turkiye,Cankiri,Erkek,Kolorektal,30-49,11.2,3.9,64.4
Turkiye,Cankiri,Erkek,Kolorektal,50-69,28.4,12.4,57.2
Turkiye,Cankiri,Erkek,Kolorektal,70+,89.0,50.4,46.6
Turkiye,Cankiri,Erkek,Tiroid,30-49,9.3,0.6,98.1
Turkiye,Cankiri,Erkek,Tiroid,50-69,8.8,0.6,96.7
Turkiye,Cankiri,Erkek,Tiroid,70+,14.7,0.9,86.5
Turkiye,Cankiri,Erkek,Mide,30-49,4.0,1.8,27.2
Turkiye,Cankiri,Erkek,Mide,50-69,18.5,14.8,25.5
Turkiye,Cankiri,Erkek,Mide,70+,21.9,17.5,8.4
Turkiye,Cankiri,Erkek,Mesane,30-49,5.5,1.0,76.6
Turkiye,Cankiri,Erkek,Mesane,50-69,27.0,9.3,74.6
Turkiye,Cankiri,Erkek,Mesane,70+,38.7,16.0,57.8
Turkiye,Cankiri,Erkek,Diger,30-49,2.8,0.6,68.3
Turkiye,Cankiri,Erkek,Diger,50-69,15.6,5.7,64.7
Turkiye,Cankiri,Erkek,Diger,70+,22.2,7.8,51.3
Turkiye,Cankiri,Kadin,Akciger,30-49,2.6,1.4,20.1
Turkiye,Cankiri,Kadin,Akciger,50-69,13.6,10.5,12.7
Turkiye,Cankiri,Kadin,Akciger,70+,20.5,19.7,5.0
Turkiye,Cankiri,Kadin,Meme,30-49,46.2,7.7,85.2
Turkiye,Cankiri,Kadin,Meme,50-69,114.4,28.0,85.6
Turkiye,Cankiri,Kadin,Meme,70+,156.4,39.8,75.3
Turkiye,Cankiri,Kadin,Kolorektal,30-49,12.1,3.6,65.9
